MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,hasPool,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_None,FireplaceQu_Po,FireplaceQu_TA,Paved_Street,Fence_Quality,MasVnr_Quality,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,Garage_Age,GarageFinish_encoded,Garage_Cond,Garage_Qual,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,Has_Good_BsmtFin1,Has_Good_BsmtFin2
20,RL,65.0,8450,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,699.0,0.0,638.0,1337.0,GasA,Ex,Y,5,1337,0,0,1337,1.0,0.0,2,0,3,1,Gd,6,Typ,0,2.0,531.0,Y,0,39,0,0,0,10,2007,WD ,Normal,185000,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,4.0,2,3,3,4,3,2.0,1,0
60,RL,70.0,8145,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,0.0,0.0,738.0,738.0,GasA,Ex,Y,5,738,738,0,1476,0.0,0.0,2,1,3,1,Gd,7,Typ,0,2.0,552.0,Y,0,35,0,0,0,6,2007,New,Partial,179400,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,0.0,2,3,3,4,3,1.0,0,0
60,RL,79.0,9245,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,0.0,0.0,939.0,939.0,GasA,Ex,Y,5,939,858,0,1797,0.0,0.0,2,1,3,1,Gd,8,Typ,0,2.0,639.0,Y,144,53,0,0,0,4,2007,WD ,Normal,213500,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,1.0,2,3,3,4,3,3.0,0,0
20,RL,63.0,8500,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,106.0,Gd,TA,PConc,0.0,0.0,1422.0,1422.0,GasA,Ex,Y,5,1422,0,0,1422,0.0,0.0,2,0,3,1,Gd,7,Typ,0,2.0,626.0,Y,192,60,0,0,0,11,2007,WD ,Normal,179600,0,0,0,0,1,0,0,1,0,2,False,True,False,False,False,False,3.0,2,3,3,4,3,3.0,0,0
20,RL,65.0,8769,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,709.0,0.0,460.0,1169.0,GasA,Ex,Y,5,1190,0,0,1190,1.0,0.0,2,0,2,1,Gd,5,Typ,0,2.0,578.0,Y,100,41,0,0,0,10,2007,WD ,Normal,173500,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,2.0,2,3,3,4,3,3.0,1,0
20,RL,64.0,8334,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,0.0,0.0,1330.0,1330.0,GasA,Ex,Y,5,1330,0,0,1330,0.0,0.0,2,0,3,1,Gd,6,Typ,1,2.0,437.0,Y,0,23,0,0,0,7,2007,New,Partial,167840,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,1.0,3,3,3,4,3,1.0,0,0
60,RL,64.0,8333,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,0.0,0.0,738.0,738.0,GasA,Gd,Y,5,738,753,0,1491,0.0,0.0,2,1,3,1,Gd,7,Typ,1,2.0,484.0,Y,100,30,0,0,0,5,2007,WD ,Normal,168675,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,1.0,2,3,3,4,3,1.0,0,0
60,RL,64.0,9045,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,0.0,0.0,768.0,768.0,GasA,Ex,Y,5,768,768,0,1536,0.0,0.0,2,1,3,1,Gd,6,Typ,0,2.0,400.0,Y,0,40,0,0,0,6,2007,WD ,Normal,167000,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,2.0,3,3,3,4,3,2.0,0,0
20,RL,70.0,9170,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,698.0,96.0,420.0,1214.0,GasA,Ex,Y,5,1214,0,0,1214,1.0,0.0,1,0,2,1,TA,6,Typ,0,2.0,461.0,Y,0,0,184,0,0,4,2007,WD ,Normal,140000,0,0,0,0,1,0,0,1,4,0,False,False,False,False,False,True,42.0,1,2,2,3,3,1.0,0,1
85,RL,75.0,9825,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,162.0,TA,TA,CBlock,936.0,0.0,0.0,936.0,GasA,Gd,Y,5,936,0,0,936,1.0,0.0,1,0,2,1,TA,4,Typ,1,1.0,384.0,Y,405,0,0,0,0,8,2007,WD ,Abnorml,118500,0,0,1,0,0,0,0,1,0,2,False,True,False,False,False,False,40.0,1,3,3,4,3,4.0,0,0
20,RL,67.0,8308,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,20.0,TA,Gd,CBlock,132.0,841.0,115.0,1088.0,GasA,TA,Y,5,1088,0,0,1088,0.0,0.0,1,0,2,1,TA,4,Typ,0,2.0,520.0,P,0,0,0,0,0,6,2007,COD,Normal,110000,0,0,0,0,1,0,0,1,0,3,False,False,False,False,False,True,5.0,1,3,3,3,3,1.0,0,0
20,RL,73.0,10921,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,48.0,TA,TA,CBlock,520.0,0.0,440.0,960.0,GasA,TA,Y,3,960,0,0,960,1.0,0.0,1,0,3,1,TA,6,Typ,0,1.0,432.0,P,120,0,0,0,0,5,2007,WD ,Normal,94750,0,0,0,0,1,0,0,1,0,2,False,True,False,False,False,False,42.0,3,3,3,3,3,1.0,0,0
50,RL,74.0,16287,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1925,1950,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,CBlock,130.0,105.0,666.0,901.0,GasA,TA,Y,5,901,450,0,1351,1.0,0.0,1,0,3,1,TA,7,Typ,1,2.0,576.0,N,0,0,43,0,100,7,2007,WD ,Normal,122000,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,True,32.0,1,3,3,3,3,1.0,0,0
20,RL,80.0,8240,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,1960,1960,Hip,CompShg,HdBoard,HdBoard,198.0,TA,TA,CBlock,0.0,0.0,1179.0,1179.0,GasA,Gd,Y,5,1179,0,0,1179,0.0,0.0,1,0,2,1,TA,5,Min2,0,2.0,622.0,P,0,0,0,0,0,6,2007,WD ,Normal,110000,0,0,0,0,1,0,0,1,4,3,False,True,False,False,False,False,47.0,3,3,3,3,3,1.0,0,0
90,RL,81.0,11841,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,104.0,TA,Gd,CBlock,816.0,0.0,0.0,816.0,GasA,TA,Y,5,816,0,0,816,1.0,0.0,1,0,3,1,TA,5,Typ,0,0.0,0.0,Y,0,32,0,0,0,5,2007,WD ,Normal,118500,0,0,0,0,1,0,0,0,0,2,False,False,False,False,False,False,115.0,0,0,0,4,3,3.0,1,0
80,RL,65.0,6285,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Gable,CompShg,HdBoard,Plywood,0.0,TA,Fa,CBlock,504.0,0.0,456.0,960.0,GasA,TA,Y,5,1044,0,0,1044,1.0,0.0,1,0,3,1,TA,7,Typ,1,2.0,528.0,Y,228,0,0,0,0,4,2007,WD ,Normal,133500,0,0,1,0,0,0,0,1,0,0,False,False,False,False,False,True,31.0,1,2,3,3,3,3.0,1,0
20,RL,65.0,7917,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,174.0,TA,Gd,CBlock,751.0,0.0,392.0,1143.0,GasA,TA,Y,5,1113,0,0,1113,1.0,0.0,1,1,3,1,TA,6,Typ,1,1.0,504.0,Y,370,30,0,0,0,5,2007,WD ,Normal,148000,0,0,1,0,0,0,0,1,4,2,False,True,False,False,False,False,20.0,2,4,3,3,4,1.0,0,0
90,RL,65.0,9555,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,2Story,5,6,1979,1979,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,Slab,0.0,0.0,0.0,0.0,GasA,TA,Y,5,1100,1133,0,2233,0.0,0.0,2,1,5,2,TA,11,Typ,0,2.0,579.0,Y,0,0,0,0,0,2,2007,WD ,Normal,141000,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,28.0,3,4,3,0,0,0.0,0,0
20,RL,74.0,8536,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,0.0,0.0,1125.0,1125.0,GasA,Gd,Y,5,1125,0,0,1125,0.0,0.0,1,1,2,1,TA,5,Typ,0,2.0,430.0,Y,80,64,0,0,0,4,2007,New,Partial,155000,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,0.0,1,3,3,4,3,1.0,0,0
20,RL,60.0,7024,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,980.0,0.0,110.0,1090.0,GasA,Gd,Y,5,1090,0,0,1090,1.0,0.0,1,1,2,1,TA,5,Typ,0,2.0,450.0,Y,0,49,0,0,0,6,2007,WD ,Normal,157000,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,2.0,3,3,3,5,4,1.0,0,0
60,RL,60.0,7023,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,611.0,0.0,123.0,734.0,GasA,Gd,Y,5,734,674,0,1408,1.0,0.0,2,1,3,1,TA,6,Typ,0,2.0,489.0,Y,0,85,0,0,0,5,2007,WD ,Normal,171500,0,0,0,0,1,0,0,1,0,0,False,False,False,True,False,False,2.0,3,3,3,4,4,1.0,1,0
60,RL,130.0,40094,IR1,Bnk,AllPub,Inside,Gtl,Edwards,PosN,PosN,1Fam,2Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,762.0,Ex,TA,PConc,2260.0,0.0,878.0,3138.0,GasA,Ex,Y,5,3138,1538,0,4676,1.0,0.0,3,1,3,1,Ex,11,Typ,1,3.0,884.0,Y,208,406,0,0,0,10,2007,New,Partial,184750,0,0,0,1,0,0,0,1,0,3,False,False,False,True,False,False,0.0,3,3,3,5,3,4.0,1,0
180,RM,35.0,3675,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,76.0,TA,TA,PConc,467.0,0.0,80.0,547.0,GasA,Ex,Y,5,1072,0,0,1072,1.0,0.0,1,0,2,1,Gd,5,Typ,0,2.0,525.0,Y,0,44,0,0,0,5,2007,WD ,Normal,140000,0,0,0,0,1,0,0,1,0,3,False,False,True,False,False,False,2.0,3,3,3,4,3,4.0,1,0
20,RL,64.0,6400,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,2000,Gable,CompShg,WdShing,Wd Shng,0.0,TA,TA,CBlock,77.0,831.0,52.0,960.0,GasA,Ex,Y,5,960,0,0,960,1.0,0.0,1,0,2,1,Fa,4,Typ,0,1.0,392.0,Y,144,0,35,0,0,12,2007,WD ,Normal,131750,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,48.0,1,3,3,3,3,3.0,0,0
90,RL,74.0,6882,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,3,1955,1955,Gable,CompShg,AsbShng,Plywood,128.0,TA,TA,PConc,0.0,0.0,0.0,0.0,GasA,TA,N,5,1152,0,0,1152,0.0,0.0,2,0,2,2,Fa,6,Typ,0,0.0,0.0,N,0,0,0,0,0,9,2007,WD ,Normal,61500,0,0,0,0,1,0,0,1,0,1,False,False,False,False,False,False,115.0,0,0,0,0,0,0.0,0,0
20,RL,75.0,10215,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,132.0,TA,TA,PConc,492.0,0.0,372.0,864.0,GasA,Ex,Y,5,948,0,0,948,0.0,0.0,1,0,3,1,TA,5,Typ,0,1.0,248.0,Y,0,0,0,0,0,2,2007,WD ,Normal,111000,0,0,0,0,1,0,0,1,0,2,False,True,False,False,False,False,53.0,1,3,3,3,3,1.0,0,0
90,RL,52.0,8741,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,6,1946,1950,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,0.0,0.0,1195.0,1195.0,GasA,TA,N,5,1195,0,0,1195,0.0,0.0,2,0,4,2,TA,8,Typ,0,0.0,0.0,N,118,0,0,0,0,7,2007,WD ,Abnorml,98500,0,0,0,0,1,0,0,1,2,0,False,False,False,False,False,False,115.0,0,0,0,3,3,1.0,0,0
30,RH,70.0,4270,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,3,6,1931,2006,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,544.0,0.0,0.0,544.0,GasA,Ex,Y,5,774,0,0,774,0.0,0.0,1,0,3,1,Gd,6,Typ,0,0.0,0.0,Y,0,0,286,0,0,5,2007,WD ,Normal,79000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,115.0,0,0,0,3,3,1.0,0,0
40,RL,62.0,10042,Reg,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,1995,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,144.0,278.0,238.0,660.0,GasA,TA,Y,5,740,125,0,865,1.0,0.0,1,0,2,1,TA,4,Typ,1,1.0,216.0,Y,0,0,84,0,0,8,2007,WD ,Normal,108500,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,True,87.0,1,3,3,3,3,1.0,0,0
20,RL,68.0,9450,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,552.0,0.0,342.0,894.0,GasA,Ex,Y,5,894,0,0,894,0.0,0.0,1,0,3,1,TA,5,Typ,0,2.0,400.0,Y,0,0,0,0,0,5,2007,WD ,Abnorml,110000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,8.0,1,3,3,3,3,1.0,0,0
50,RL,70.0,11767,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,4,7,1910,2000,Gable,CompShg,MetalSd,HdBoard,0.0,TA,TA,CBlock,0.0,0.0,560.0,560.0,GasA,Gd,N,5,796,550,0,1346,0.0,0.0,1,1,2,1,TA,6,Min2,0,1.0,384.0,Y,168,24,0,0,0,5,2007,WD ,Normal,112000,0,0,0,0,1,0,0,1,2,0,False,False,False,False,False,True,57.0,1,3,2,2,3,1.0,0,0
20,RL,60.0,8172,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,544.0,0.0,224.0,768.0,GasA,TA,Y,5,768,0,0,768,0.0,0.0,1,0,2,1,TA,4,Typ,1,1.0,355.0,Y,0,0,196,0,0,7,2007,WD ,Normal,125000,0,0,1,0,0,0,0,1,3,0,False,False,False,False,False,True,48.0,1,3,3,3,3,1.0,0,0
20,RL,60.0,8172,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,WdShing,Plywood,0.0,TA,TA,CBlock,682.0,0.0,182.0,864.0,GasA,TA,Y,5,864,0,0,864,1.0,0.0,1,0,3,1,TA,5,Typ,0,2.0,528.0,N,196,0,0,0,0,10,2007,COD,Family,79275,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,11.0,1,3,3,3,3,1.0,0,0
20,RL,60.0,8190,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,732.0,0.0,216.0,948.0,GasA,Ex,Y,5,948,0,0,948,1.0,0.0,1,0,3,1,TA,5,Typ,1,1.0,280.0,Y,0,36,0,0,0,10,2007,WD ,Normal,119000,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,True,51.0,1,3,3,3,3,1.0,0,0
190,RH,60.0,10896,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,0.0,Fa,TA,CBlock,256.0,0.0,1184.0,1440.0,GasA,Ex,Y,4,1440,1440,515,3395,0.0,0.0,2,0,8,2,Fa,14,Typ,0,0.0,0.0,N,0,110,0,0,0,3,2007,WD ,Abnorml,200000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,115.0,0,0,0,3,2,1.0,0,0
90,RL,60.0,10890,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2Story,5,6,1923,1950,Hip,CompShg,Wd Sdng,Plywood,0.0,TA,TA,PConc,371.0,0.0,925.0,1296.0,Grav,Fa,N,4,1296,1296,0,2592,2.0,0.0,2,0,6,2,TA,12,Min2,0,0.0,0.0,Y,0,742,240,0,0,1,2007,WD ,AdjLand,150000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,115.0,0,0,0,3,3,2.0,0,0
70,RL,55.0,10592,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1923,1996,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,PConc,0.0,0.0,602.0,602.0,GasA,TA,Y,5,900,602,0,1502,0.0,0.0,1,1,3,1,Gd,7,Typ,2,1.0,180.0,Y,96,0,112,0,53,8,2007,WD ,Normal,165000,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,True,84.0,1,3,3,3,2,1.0,0,0
45,RL,55.0,10594,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Unf,5,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,0.0,0.0,768.0,768.0,Grav,Fa,N,5,789,0,0,789,0.0,0.0,1,0,2,1,TA,5,Typ,0,1.0,200.0,Y,0,0,112,0,0,6,2007,WD ,Normal,96500,0,0,0,0,1,0,0,1,3,0,False,False,False,False,False,True,81.0,1,1,1,3,3,1.0,0,0
30,RL,54.0,7223,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1926,1950,Hip,CompShg,Stucco,Plywood,0.0,TA,TA,PConc,319.0,0.0,971.0,1290.0,GasA,TA,Y,5,1422,0,0,1422,0.0,0.0,1,0,3,1,TA,6,Typ,0,1.0,352.0,Y,0,0,64,0,0,4,2007,WD ,Normal,136500,0,0,0,0,1,0,0,1,3,0,False,False,False,False,False,True,34.0,1,3,3,3,3,2.0,0,0
50,RL,51.0,6821,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1921,2005,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,113.0,0.0,538.0,651.0,GasA,Gd,Y,5,759,539,0,1298,0.0,0.0,2,0,2,1,TA,8,Typ,1,1.0,240.0,P,216,0,168,0,0,8,2007,WD ,Normal,146500,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,True,13.0,1,3,3,3,3,1.0,0,0
50,RL,60.0,7200,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,252.0,TA,TA,BrkTil,569.0,0.0,162.0,731.0,GasA,Ex,Y,5,981,787,0,1768,1.0,0.0,1,1,3,1,Gd,7,Typ,2,1.0,240.0,Y,0,0,264,0,0,6,2007,WD ,Normal,175000,0,0,0,0,0,0,1,1,3,2,False,False,False,False,False,True,68.0,1,3,3,4,3,1.0,0,0
70,RL,63.0,4000,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,246.0,0.0,285.0,531.0,GasA,TA,Y,5,567,531,0,1098,1.0,0.0,1,0,2,1,TA,5,Typ,1,1.0,216.0,Y,0,0,0,0,0,6,2007,WD ,Normal,148500,0,0,0,1,0,0,0,1,3,0,False,False,False,False,False,True,77.0,1,3,3,4,3,1.0,1,0
70,RL,53.0,6720,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,1950,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,BrkTil,0.0,0.0,585.0,585.0,GasA,TA,N,5,851,585,0,1436,0.0,0.0,1,0,3,1,TA,7,Typ,1,1.0,228.0,Y,184,0,0,0,0,4,2007,CWD,Normal,141500,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,True,15.0,1,3,3,3,3,1.0,0,0
50,RL,55.0,7642,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,BrkTil,0.0,0.0,912.0,912.0,GasA,Gd,Y,5,912,514,0,1426,0.0,0.0,1,1,3,1,Gd,7,Typ,1,1.0,216.0,Y,0,240,0,0,0,6,2007,WD ,Normal,189950,0,0,0,1,0,0,0,1,4,0,False,False,False,False,False,True,82.0,1,3,3,3,3,1.0,0,0
70,RL,53.0,7155,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1926,1991,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,0.0,0.0,686.0,686.0,GasA,TA,Y,5,686,775,0,1461,0.0,0.0,1,0,3,1,TA,6,Typ,1,1.0,225.0,N,0,0,116,0,0,7,2007,WD ,Normal,135000,0,0,0,1,0,0,0,1,3,0,False,False,False,False,False,True,81.0,1,3,3,3,3,1.0,0,0
75,RL,53.0,7128,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,364.0,0.0,554.0,918.0,GasA,Gd,Y,5,918,728,0,1646,0.0,0.0,2,0,4,1,TA,7,Typ,2,1.0,240.0,Y,0,0,0,0,126,8,2007,WD ,Normal,164000,0,0,0,1,0,0,0,1,3,0,False,False,False,False,False,True,66.0,1,3,3,3,3,1.0,0,0
30,RL,40.0,4280,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,0.0,TA,TA,PConc,365.0,0.0,75.0,440.0,GasA,TA,N,5,694,0,0,694,0.0,0.0,1,0,2,1,Gd,4,Typ,1,1.0,352.0,P,0,0,34,0,0,3,2007,WD ,Normal,90350,0,0,0,1,0,0,0,1,3,0,False,False,False,False,False,True,17.0,1,3,4,3,3,1.0,0,0
50,RL,53.0,5362,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,0.0,TA,TA,PConc,0.0,0.0,661.0,661.0,GasA,Ex,Y,5,661,589,0,1250,0.0,0.0,2,0,3,1,TA,8,Typ,1,2.0,552.0,Y,242,0,81,0,0,11,2007,WD ,Normal,139000,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,True,22.0,1,3,3,3,3,1.0,0,0
30,RL,50.0,6305,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1938,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,PConc,0.0,0.0,920.0,920.0,GasA,Ex,Y,5,954,0,0,954,0.0,0.0,1,0,2,1,Fa,5,Typ,1,1.0,240.0,Y,0,0,0,0,0,6,2007,WD ,Normal,119750,0,0,0,1,0,0,0,1,3,0,False,False,True,False,False,False,69.0,1,3,2,2,2,1.0,0,0
90,RH,82.0,7136,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,6,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,423.0,TA,TA,CBlock,484.0,0.0,495.0,979.0,GasA,TA,N,3,979,979,0,1958,0.0,0.0,2,0,4,2,TA,8,Typ,0,2.0,492.0,Y,0,0,0,0,0,8,2007,WD ,Normal,145000,0,0,0,0,1,0,0,1,0,2,False,True,False,False,False,False,61.0,1,3,3,4,3,1.0,0,0
